資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20240419,6912,1,33,5444,0.00
20240419,6912,2,275,683370,0.52
20240419,6912,3,70,591320,0.45
20240419,6912,4,40,536200,0.41
20240419,6912,5,48,920108,0.70
20240419,6912,6,30,817000,0.62
20240419,6912,7,19,688340,0.52
20240419,6912,8,29,1406700,1.08
20240419,6912,9,51,4128323,3.17
20240419,6912,10,46,7107250,5.46
20240419,6912,11,27,7543814,5.80
20240419,6912,12,10,4844210,3.72
20240419,6912,13,3,2083910,1.60
20240419,6912,14,2,1935411,1.48
20240419,6912,15,6,96708600,74.39
20240419,6912,16,0,0,0.00
20240419,6912,17,689,130000000,100.00
20240419,6913,1,170,24741,0.06
20240419,6913,2,314,660533,1.74
20240419,6913,3,56,415044,1.09
20240419,6913,4,31,396986,1.04
20240419,6913,5,16,287983,0.75
20240419,6913,6,16,415315,1.09
20240419,6913,7,10,341444,0.89
20240419,6913,8,7,317317,0.83
20240419,6913,9,18,1253206,3.30
20240419,6913,10,11,1565503,4.12
20240419,6913,11,9,2188753,5.76
20240419,6913,12,5,2593184,6.83
20240419,6913,13,1,672000,1.77
20240419,6913,14,0,0,0.00
20240419,6913,15,2,26828287,70.67
20240419,6913,16,0,0,0.00
20240419,6913,17,666,37960296,100.00
20240419,6914,1,679,114403,0.18
20240419,6914,2,676,1151568,1.91
20240419,6914,3,71,531618,0.88
20240419,6914,4,19,248229,0.41
20240419,6914,5,14,256102,0.42
20240419,6914,6,18,452746,0.75
20240419,6914,7,10,353927,0.58
20240419,6914,8,3,139000,0.23
20240419,6914,9,9,573606,0.95
20240419,6914,10,3,500225,0.83
20240419,6914,11,4,1166957,1.93
20240419,6914,12,3,1402262,2.32
20240419,6914,13,0,0,0.00
20240419,6914,14,1,859153,1.42
20240419,6914,15,11,52482204,87.13
20240419,6914,16,0,0,0.00
20240419,6914,17,1521,60232000,100.00
20240419,6915,1,69,13084,0.03
20240419,6915,2,95,228485,0.64
20240419,6915,3,18,144225,0.40
20240419,6915,4,7,88195,0.24
20240419,6915,5,6,108000,0.30
20240419,6915,6,4,106281,0.30
20240419,6915,7,4,141500,0.40
20240419,6915,8,7,330772,0.93
20240419,6915,9,4,283535,0.80
20240419,6915,10,0,0,0.00
20240419,6915,11,1,300000,0.84
20240419,6915,12,1,523286,1.48
20240419,6915,13,1,800000,2.26
20240419,6915,14,1,1000000,2.83
20240419,6915,15,10,31232637,88.47
20240419,6915,16,0,0,0.00
20240419,6915,17,228,35300000,100.00
20240419,6916,1,278,43973,0.06
20240419,6916,2,1487,2835044,4.20
20240419,6916,3,220,1742975,2.58
20240419,6916,4,54,680532,1.00
20240419,6916,5,49,903181,1.33
20240419,6916,6,41,1005406,1.48
20240419,6916,7,15,523924,0.77
20240419,6916,8,13,619886,0.91
20240419,6916,9,21,1456251,2.15
20240419,6916,10,9,1379678,2.04
20240419,6916,11,8,2232998,3.30
20240419,6916,12,6,2922407,4.32
20240419,6916,13,1,639481,0.94
20240419,6916,14,2,1914028,2.83
20240419,6916,15,11,48600236,72.00
20240419,6916,16,0,0,0.00
20240419,6916,17,2215,67500000,100.00
20240419,6917,1,160,30409,0.06
20240419,6917,2,877,1956729,4.37
20240419,6917,3,198,1578189,3.52
20240419,6917,4,66,849667,1.89
20240419,6917,5,67,1264687,2.82
20240419,6917,6,48,1294065,2.89
20240419,6917,7,28,981086,2.19
20240419,6917,8,27,1258382,2.81
20240419,6917,9,48,3604746,8.05
20240419,6917,10,30,4214103,9.41
20240419,6917,11,14,3951990,8.82
20240419,6917,12,6,2954355,6.59
20240419,6917,13,1,715000,1.59
20240419,6917,14,1,1000000,2.23
20240419,6917,15,10,19118592,42.70
20240419,6917,16,0,0,0.00
20240419,6917,17,1581,44772000,100.00
20240419,6918,1,80,10515,0.03
20240419,6918,2,374,756333,2.48
20240419,6918,3,90,715809,2.34
20240419,6918,4,34,427495,1.40
20240419,6918,5,29,541000,1.77
20240419,6918,6,31,805213,2.64
20240419,6918,7,12,441800,1.44
20240419,6918,8,14,657000,2.15
20240419,6918,9,26,2136439,7.01
20240419,6918,10,14,2062183,6.76
20240419,6918,11,16,4727985,15.51
20240419,6918,12,5,2384935,7.82
20240419,6918,13,4,2802134,9.19
20240419,6918,14,1,889309,2.91
20240419,6918,15,6,11112850,36.47
20240419,6918,16,0,0,0.00
20240419,6918,17,736,30471000,100.00
20240419,6919,1,3567,485400,0.34
20240419,6919,2,2504,5270320,3.77
20240419,6919,3,458,3500934,2.51
20240419,6919,4,185,2333954,1.67
20240419,6919,5,125,2262750,1.62
20240419,6919,6,126,3218660,2.30
20240419,6919,7,80,2836382,2.03
20240419,6919,8,48,2152924,1.54
20240419,6919,9,106,7792728,5.58
20240419,6919,10,47,6651315,4.77
20240419,6919,11,28,7347408,5.26
20240419,6919,12,9,4185032,3.00
20240419,6919,13,6,3969681,2.84
20240419,6919,14,8,7480142,5.36
20240419,6919,15,14,79951156,57.33
20240419,6919,16,0,0,0.00
20240419,6919,17,7311,139438786,100.00
20240419,6920,1,111,20954,0.00
20240419,6920,2,937,2225845,0.74
20240419,6920,3,274,2291023,0.77
20240419,6920,4,111,1388596,0.46
20240419,6920,5,97,1776262,0.59
20240419,6920,6,111,2897555,0.97
20240419,6920,7,43,1517941,0.51
20240419,6920,8,37,1714335,0.57
20240419,6920,9,94,6721981,2.26
20240419,6920,10,63,8685346,2.92
20240419,6920,11,31,8576888,2.88
20240419,6920,12,11,5722440,1.92
20240419,6920,13,8,5775192,1.94
20240419,6920,14,7,6594976,2.21
20240419,6920,15,33,241502500,81.20
20240419,6920,16,0,0,0.00
20240419,6920,17,1968,297411834,100.00
20240419,6921,1,0,0,0.00
20240419,6921,2,0,0,0.00
20240419,6921,3,0,0,0.00
20240419,6921,4,0,0,0.00
20240419,6921,5,0,0,0.00
20240419,6921,6,0,0,0.00
20240419,6921,7,0,0,0.00
20240419,6921,8,0,0,0.00
20240419,6921,9,0,0,0.00
20240419,6921,10,0,0,0.00
20240419,6921,11,0,0,0.00
20240419,6921,12,0,0,0.00
20240419,6921,13,0,0,0.00
20240419,6921,14,0,0,0.00
20240419,6921,15,1,30067941,100.00
20240419,6921,16,0,0,0.00
20240419,6921,17,1,30067941,100.00
20240419,6922,1,322,31038,0.12
20240419,6922,2,652,1167103,4.55
20240419,6922,3,58,442492,1.72
20240419,6922,4,29,360637,1.40
20240419,6922,5,16,281672,1.09
20240419,6922,6,17,406838,1.58
20240419,6922,7,7,247135,0.96
20240419,6922,8,13,576576,2.25
20240419,6922,9,8,525268,2.05
20240419,6922,10,12,1647833,6.43
20240419,6922,11,7,1840690,7.18
20240419,6922,12,2,1011903,3.95
20240419,6922,13,1,602290,2.35
20240419,6922,14,0,0,0.00
20240419,6922,15,6,16475653,64.31
20240419,6922,16,0,0,0.00
20240419,6922,17,1150,25617128,100.00
20240419,6923,1,241,41788,0.05
20240419,6923,2,626,1310649,1.58
20240419,6923,3,100,809788,0.98
20240419,6923,4,40,495408,0.59
20240419,6923,5,19,358125,0.43
20240419,6923,6,28,727820,0.88
20240419,6923,7,5,175669,0.21
20240419,6923,8,19,893000,1.08
20240419,6923,9,36,2634961,3.18
20240419,6923,10,18,2890521,3.49
20240419,6923,11,20,6081954,7.36
20240419,6923,12,6,2948238,3.56
20240419,6923,13,8,5896125,7.13
20240419,6923,14,5,4529835,5.48
20240419,6923,15,16,52830494,63.94
20240419,6923,16,0,0,0.00
20240419,6923,17,1187,82624375,100.00
20240419,6925,1,74,11937,0.06
20240419,6925,2,195,371429,2.10
20240419,6925,3,22,167930,0.95
20240419,6925,4,7,90400,0.51
20240419,6925,5,10,177550,1.00
20240419,6925,6,12,299260,1.69
20240419,6925,7,4,151400,0.85
20240419,6925,8,6,273600,1.55
20240419,6925,9,10,776124,4.39
20240419,6925,10,1,111900,0.63
20240419,6925,11,3,874950,4.95
20240419,6925,12,3,1631146,9.24
20240419,6925,13,3,1840671,10.43
20240419,6925,14,1,855250,4.84
20240419,6925,15,3,10010753,56.73
20240419,6925,16,0,0,0.00
20240419,6925,17,354,17644300,100.00
20240419,6926,1,119,22276,0.04
20240419,6926,2,425,839095,1.68
20240419,6926,3,54,437141,0.87
20240419,6926,4,24,294473,0.59
20240419,6926,5,12,222244,0.44
20240419,6926,6,11,288913,0.58
20240419,6926,7,13,437051,0.87
20240419,6926,8,4,185454,0.37
20240419,6926,9,17,1282870,2.57
20240419,6926,10,11,1654576,3.32
20240419,6926,11,14,4143150,8.31
20240419,6926,12,11,5557857,11.16
20240419,6926,13,3,2175000,4.36
20240419,6926,14,2,1856790,3.72
20240419,6926,15,9,30403110,61.05
20240419,6926,16,0,0,0.00
20240419,6926,17,729,49800000,100.00
20240419,6927,1,295,58407,0.15
20240419,6927,2,955,2031647,5.33
20240419,6927,3,135,989323,2.60
20240419,6927,4,56,690339,1.81
20240419,6927,5,32,585030,1.53
20240419,6927,6,46,1097404,2.88
20240419,6927,7,19,677660,1.78
20240419,6927,8,4,176755,0.46
20240419,6927,9,27,1929983,5.07
20240419,6927,10,17,2358627,6.19
20240419,6927,11,4,1236034,3.24
20240419,6927,12,3,1305621,3.43
20240419,6927,13,1,777454,2.04
20240419,6927,14,0,0,0.00
20240419,6927,15,8,24135641,63.43
20240419,6927,16,0,0,0.00
20240419,6927,17,1602,38049925,100.00
20240419,6928,1,193,26395,0.03
20240419,6928,2,565,1071013,1.42
20240419,6928,3,57,446530,0.59
20240419,6928,4,20,258500,0.34
20240419,6928,5,18,320225,0.42
20240419,6928,6,8,217660,0.29
20240419,6928,7,8,298840,0.39
20240419,6928,8,6,262500,0.35
20240419,6928,9,10,757181,1.00
20240419,6928,10,7,955234,1.27
20240419,6928,11,0,0,0.00
20240419,6928,12,3,1525165,2.03
20240419,6928,13,1,729405,0.97
20240419,6928,14,0,0,0.00
20240419,6928,15,5,68131352,90.84
20240419,6928,16,0,0,0.00
20240419,6928,17,901,75000000,100.00
20240419,6929,1,478,53568,0.12
20240419,6929,2,1223,1971027,4.45
20240419,6929,3,75,611871,1.38
20240419,6929,4,18,242000,0.54
20240419,6929,5,16,296006,0.66
20240419,6929,6,13,336041,0.75
20240419,6929,7,5,167929,0.37
20240419,6929,8,1,50000,0.11
20240419,6929,9,3,232006,0.52
20240419,6929,10,3,424651,0.95
20240419,6929,11,1,257000,0.58
20240419,6929,12,1,560950,1.26
20240419,6929,13,0,0,0.00
20240419,6929,14,0,0,0.00
20240419,6929,15,4,39066951,88.24
20240419,6929,16,0,0,0.00
20240419,6929,17,1841,44270000,100.00
20240419,6930,1,0,0,0.00
20240419,6930,2,0,0,0.00
20240419,6930,3,0,0,0.00
20240419,6930,4,0,0,0.00
20240419,6930,5,0,0,0.00
20240419,6930,6,0,0,0.00
20240419,6930,7,0,0,0.00
20240419,6930,8,0,0,0.00
20240419,6930,9,0,0,0.00
20240419,6930,10,0,0,0.00
20240419,6930,11,0,0,0.00
20240419,6930,12,0,0,0.00
20240419,6930,13,0,0,0.00
20240419,6930,14,0,0,0.00
20240419,6930,15,1,50000000,100.00
20240419,6930,16,0,0,0.00
20240419,6930,17,1,50000000,100.00
20240419,6931,1,439,71670,0.12
20240419,6931,2,504,924650,1.67
20240419,6931,3,70,480566,0.87
20240419,6931,4,30,360787,0.65
20240419,6931,5,7,130584,0.23
20240419,6931,6,15,382863,0.69
20240419,6931,7,10,329848,0.59
20240419,6931,8,8,359214,0.65
20240419,6931,9,22,1534339,2.77
20240419,6931,10,18,2423074,4.39
20240419,6931,11,20,5731046,10.38
20240419,6931,12,16,8269172,14.98
20240419,6931,13,3,1954207,3.54
20240419,6931,14,2,1859509,3.36
20240419,6931,15,16,30383471,55.04
20240419,6931,16,0,0,0.00
20240419,6931,17,1180,55195000,100.00
20240419,6932,1,453,73497,0.01
20240419,6932,2,3501,7804526,1.87
20240419,6932,3,813,6413091,1.54
20240419,6932,4,343,4378581,1.05
20240419,6932,5,213,3901471,0.93
20240419,6932,6,256,6533427,1.57
20240419,6932,7,134,4789337,1.15
20240419,6932,8,85,3962851,0.95
20240419,6932,9,167,11819356,2.84
20240419,6932,10,111,16119773,3.87
20240419,6932,11,37,10290426,2.47
20240419,6932,12,15,7004055,1.68
20240419,6932,13,8,5715671,1.37
20240419,6932,14,5,4363587,1.04
20240419,6932,15,39,322792111,77.60
20240419,6932,16,0,0,0.00
20240419,6932,17,6180,415961760,100.00
20240419,6933,1,1995,240649,0.57
20240419,6933,2,2890,4695890,11.27
20240419,6933,3,148,1146154,2.75
20240419,6933,4,39,513951,1.23
20240419,6933,5,31,572000,1.37
20240419,6933,6,21,534200,1.28
20240419,6933,7,9,317960,0.76
20240419,6933,8,6,279000,0.66
20240419,6933,9,4,321548,0.77
20240419,6933,10,5,727813,1.74
20240419,6933,11,6,1789158,4.29
20240419,6933,12,0,0,0.00
20240419,6933,13,0,0,0.00
20240419,6933,14,0,0,0.00
20240419,6933,15,6,30527681,73.26
20240419,6933,16,0,0,0.00
20240419,6933,17,5160,41666004,100.00
20240419,6934,1,0,0,0.00
20240419,6934,2,0,0,0.00
20240419,6934,3,0,0,0.00
20240419,6934,4,0,0,0.00
20240419,6934,5,0,0,0.00
20240419,6934,6,0,0,0.00
20240419,6934,7,0,0,0.00
20240419,6934,8,0,0,0.00
20240419,6934,9,0,0,0.00
20240419,6934,10,0,0,0.00
20240419,6934,11,0,0,0.00
20240419,6934,12,0,0,0.00
20240419,6934,13,0,0,0.00
20240419,6934,14,0,0,0.00
20240419,6934,15,1,30033703,100.00
20240419,6934,16,0,0,0.00
20240419,6934,17,1,30033703,100.00
20240419,6935,1,121,16397,0.04
20240419,6935,2,296,634753,1.73
20240419,6935,3,49,372059,1.01
20240419,6935,4,15,197575,0.53
20240419,6935,5,10,182000,0.49
20240419,6935,6,8,216407,0.59
20240419,6935,7,1,34000,0.09
20240419,6935,8,7,329880,0.90
20240419,6935,9,6,466447,1.27
20240419,6935,10,1,105000,0.28
20240419,6935,11,7,2093527,5.71
20240419,6935,12,3,1664524,4.54
20240419,6935,13,2,1524871,4.16
20240419,6935,14,0,0,0.00
20240419,6935,15,8,28767560,78.58
20240419,6935,16,0,0,0.00
20240419,6935,17,534,36605000,100.00
20240419,6936,1,1024,276714,0.41
20240419,6936,2,1073,2151613,3.24
20240419,6936,3,147,1157653,1.74
20240419,6936,4,62,810809,1.22
20240419,6936,5,31,561057,0.84
20240419,6936,6,22,579330,0.87
20240419,6936,7,15,531863,0.80
20240419,6936,8,18,861109,1.29
20240419,6936,9,23,1626176,2.45
20240419,6936,10,23,2801410,4.22
20240419,6936,11,4,937179,1.41
20240419,6936,12,3,1578129,2.38
20240419,6936,13,3,2163768,3.26
20240419,6936,14,4,3872639,5.84
20240419,6936,15,8,46382551,69.96
20240419,6936,16,0,0,0.00
20240419,6936,17,2460,66292000,100.00
20240419,6937,1,1329,166993,0.24
20240419,6937,2,3052,5020211,7.43
20240419,6937,3,173,1371548,2.03
20240419,6937,4,62,800419,1.18
20240419,6937,5,41,750608,1.11
20240419,6937,6,32,833555,1.23
20240419,6937,7,20,738693,1.09
20240419,6937,8,17,771829,1.14
20240419,6937,9,21,1537617,2.27
20240419,6937,10,12,1847954,2.73
20240419,6937,11,12,3115456,4.61
20240419,6937,12,4,2010000,2.97
20240419,6937,13,0,0,0.00
20240419,6937,14,1,980000,1.45
20240419,6937,15,19,47532380,70.44
20240419,6937,16,0,0,0.00
20240419,6937,17,4795,67477263,100.00
20240419,6938,1,185,26242,0.21
20240419,6938,2,218,416279,3.39
20240419,6938,3,28,216239,1.76
20240419,6938,4,8,106200,0.86
20240419,6938,5,3,53230,0.43
20240419,6938,6,4,105018,0.85
20240419,6938,7,4,142000,1.15
20240419,6938,8,3,134342,1.09
20240419,6938,9,4,256755,2.09
20240419,6938,10,3,468629,3.82
20240419,6938,11,1,280000,2.28
20240419,6938,12,3,1515572,12.36
20240419,6938,13,0,0,0.00
20240419,6938,14,1,976555,7.96
20240419,6938,15,4,7560939,61.68
20240419,6938,16,0,0,0.00
20240419,6938,17,469,12258000,100.00
20240419,6939,1,96,16666,0.04
20240419,6939,2,273,539088,1.54
20240419,6939,3,71,495226,1.42
20240419,6939,4,34,399883,1.14
20240419,6939,5,18,315232,0.90
20240419,6939,6,34,827298,2.37
20240419,6939,7,8,287200,0.82
20240419,6939,8,15,665716,1.91
20240419,6939,9,34,2426397,6.97
20240419,6939,10,14,1897902,5.45
20240419,6939,11,12,3134861,9.00
20240419,6939,12,1,516430,1.48
20240419,6939,13,1,719640,2.06
20240419,6939,14,3,2696663,7.75
20240419,6939,15,8,19856959,57.06
20240419,6939,16,0,0,0.00
20240419,6939,17,622,34795161,100.00
20240419,6940,1,488,123067,0.04
20240419,6940,2,3969,8670972,2.89
20240419,6940,3,930,7396596,2.46
20240419,6940,4,356,4569855,1.52
20240419,6940,5,225,4117727,1.37
20240419,6940,6,267,6820113,2.27
20240419,6940,7,127,4540663,1.51
20240419,6940,8,116,5365806,1.79
20240419,6940,9,264,19011219,6.34
20240419,6940,10,201,28688843,9.57
20240419,6940,11,118,33273709,11.10
20240419,6940,12,52,25329944,8.45
20240419,6940,13,18,12103621,4.03
20240419,6940,14,15,13649909,4.55
20240419,6940,15,35,126018906,42.05
20240419,6940,16,0,0,0.00
20240419,6940,17,7181,299680950,100.00
20240419,6942,1,0,0,0.00
20240419,6942,2,0,0,0.00
20240419,6942,3,0,0,0.00
20240419,6942,4,0,0,0.00
20240419,6942,5,0,0,0.00
20240419,6942,6,0,0,0.00
20240419,6942,7,0,0,0.00
20240419,6942,8,0,0,0.00
20240419,6942,9,0,0,0.00
20240419,6942,10,0,0,0.00
20240419,6942,11,0,0,0.00
20240419,6942,12,0,0,0.00
20240419,6942,13,0,0,0.00
20240419,6942,14,0,0,0.00
20240419,6942,15,1,43176880,100.00
20240419,6942,16,0,0,0.00
20240419,6942,17,1,43176880,100.00
20240419,6944,1,1396,236710,0.38
20240419,6944,2,1583,2853847,4.63
20240419,6944,3,209,1607594,2.61
20240419,6944,4,76,955127,1.55
20240419,6944,5,47,844217,1.37
20240419,6944,6,70,1781766,2.89
20240419,6944,7,27,966016,1.56
20240419,6944,8,22,990245,1.60
20240419,6944,9,47,3355555,5.45
20240419,6944,10,27,3560634,5.78
20240419,6944,11,26,7117349,11.56
20240419,6944,12,16,8485577,13.78
20240419,6944,13,4,2800850,4.55
20240419,6944,14,2,1674172,2.72
20240419,6944,15,11,24314443,39.50
20240419,6944,16,0,0,0.00
20240419,6944,17,3563,61544102,100.00
20240419,6945,1,96,18688,0.02
20240419,6945,2,337,677888,1.04
20240419,6945,3,67,537403,0.82
20240419,6945,4,21,268919,0.41
20240419,6945,5,21,382353,0.58
20240419,6945,6,17,441153,0.68
20240419,6945,7,11,384970,0.59
20240419,6945,8,10,446805,0.68
20240419,6945,9,15,1107383,1.70
20240419,6945,10,4,527316,0.81
20240419,6945,11,12,4023604,6.20
20240419,6945,12,4,2160739,3.33
20240419,6945,13,4,2832028,4.36
20240419,6945,14,2,1900000,2.92
20240419,6945,15,13,49161661,75.78
20240419,6945,16,0,0,0.00
20240419,6945,17,634,64870910,100.00
20240419,6947,1,161,32097,0.03
20240419,6947,2,901,1893541,2.20
20240419,6947,3,172,1407815,1.63
20240419,6947,4,53,732790,0.85
20240419,6947,5,50,915055,1.06
20240419,6947,6,39,1033332,1.20
20240419,6947,7,29,1030674,1.19
20240419,6947,8,23,1059447,1.23
20240419,6947,9,60,4563205,5.30
20240419,6947,10,31,4774365,5.55
20240419,6947,11,25,7184443,8.35
20240419,6947,12,8,4035750,4.69
20240419,6947,13,5,3691955,4.29
20240419,6947,14,4,3565000,4.14
20240419,6947,15,10,50080531,58.23
20240419,6947,16,0,0,0.00
20240419,6947,17,1571,86000000,100.00
20240419,6949,1,10,2437,0.00
20240419,6949,2,150,314158,0.54
20240419,6949,3,55,473337,0.82
20240419,6949,4,21,251064,0.43
20240419,6949,5,18,332923,0.57
20240419,6949,6,26,684499,1.18
20240419,6949,7,11,401000,0.69
20240419,6949,8,12,576241,0.99
20240419,6949,9,22,1620720,2.80
20240419,6949,10,22,3330830,5.77
20240419,6949,11,23,6598847,11.43
20240419,6949,12,5,2398873,4.15
20240419,6949,13,4,2744926,4.75
20240419,6949,14,1,1000000,1.73
20240419,6949,15,14,36968195,64.07
20240419,6949,16,0,0,0.00
20240419,6949,17,394,57698050,100.00
20240419,6950,1,0,0,0.00
20240419,6950,2,0,0,0.00
20240419,6950,3,0,0,0.00
20240419,6950,4,0,0,0.00
20240419,6950,5,0,0,0.00
20240419,6950,6,0,0,0.00
20240419,6950,7,0,0,0.00
20240419,6950,8,0,0,0.00
20240419,6950,9,1,72159,0.04
20240419,6950,10,1,160000,0.09
20240419,6950,11,2,600000,0.36
20240419,6950,12,1,492635,0.30
20240419,6950,13,0,0,0.00
20240419,6950,14,0,0,0.00
20240419,6950,15,9,162671206,99.19
20240419,6950,16,0,0,0.00
20240419,6950,17,14,163996000,100.00
20240419,6951,1,3806,521149,1.30
20240419,6951,2,682,1257188,3.14
20240419,6951,3,105,804504,2.01
20240419,6951,4,48,611707,1.52
20240419,6951,5,26,470890,1.17
20240419,6951,6,30,750447,1.87
20240419,6951,7,15,525422,1.31
20240419,6951,8,16,727405,1.81
20240419,6951,9,22,1542191,3.85
20240419,6951,10,14,2086047,5.21
20240419,6951,11,2,625000,1.56
20240419,6951,12,0,0,0.00
20240419,6951,13,1,647130,1.61
20240419,6951,14,0,0,0.00
20240419,6951,15,1,29430920,73.57
20240419,6951,16,0,0,0.00
20240419,6951,17,4768,40000000,100.00
20240419,6952,1,139,15833,0.02
20240419,6952,2,250,489693,0.80
20240419,6952,3,59,480543,0.79
20240419,6952,4,23,293198,0.48
20240419,6952,5,16,298684,0.49
20240419,6952,6,13,351481,0.57
20240419,6952,7,0,0,0.00
20240419,6952,8,4,184093,0.30
20240419,6952,9,5,389449,0.64
20240419,6952,10,4,636920,1.04
20240419,6952,11,3,620235,1.02
20240419,6952,12,1,500086,0.82
20240419,6952,13,0,0,0.00
20240419,6952,14,0,0,0.00
20240419,6952,15,14,56489785,92.98
20240419,6952,16,0,0,0.00
20240419,6952,17,531,60750000,100.00
20240419,6953,1,506,84783,0.31
20240419,6953,2,681,1249311,4.57
20240419,6953,3,74,587200,2.15
20240419,6953,4,35,464016,1.69
20240419,6953,5,20,371404,1.36
20240419,6953,6,20,510654,1.87
20240419,6953,7,10,341894,1.25
20240419,6953,8,6,260494,0.95
20240419,6953,9,15,1127663,4.13
20240419,6953,10,8,1116193,4.08
20240419,6953,11,6,1922958,7.04
20240419,6953,12,2,950760,3.48
20240419,6953,13,3,2210809,8.09
20240419,6953,14,0,0,0.00
20240419,6953,15,3,16099461,58.97
20240419,6953,16,0,0,0.00
20240419,6953,17,1389,27297600,100.00
20240419,6954,1,0,0,0.00
20240419,6954,2,0,0,0.00
20240419,6954,3,0,0,0.00
20240419,6954,4,0,0,0.00
20240419,6954,5,0,0,0.00
20240419,6954,6,0,0,0.00
20240419,6954,7,0,0,0.00
20240419,6954,8,0,0,0.00
20240419,6954,9,0,0,0.00
20240419,6954,10,0,0,0.00
20240419,6954,11,0,0,0.00
20240419,6954,12,0,0,0.00
20240419,6954,13,0,0,0.00
20240419,6954,14,0,0,0.00
20240419,6954,15,1,100000000,100.00
20240419,6954,16,0,0,0.00
20240419,6954,17,1,100000000,100.00
20240419,6955,1,57,5551,0.03
20240419,6955,2,150,303464,1.77
20240419,6955,3,25,199954,1.17
20240419,6955,4,12,153764,0.89
20240419,6955,5,10,196000,1.14
20240419,6955,6,12,313752,1.83
20240419,6955,7,11,385035,2.25
20240419,6955,8,10,452878,2.65
20240419,6955,9,10,660000,3.86
20240419,6955,10,14,2103280,12.30
20240419,6955,11,7,2030049,11.88
20240419,6955,12,2,973299,5.69
20240419,6955,13,0,0,0.00
20240419,6955,14,3,2702160,15.81
20240419,6955,15,3,6606814,38.66
20240419,6955,16,0,0,0.00
20240419,6955,17,326,17086000,100.00
20240419,6958,1,228,52215,0.01
20240419,6958,2,683,1416943,0.40
20240419,6958,3,131,1058666,0.30
20240419,6958,4,51,669008,0.19
20240419,6958,5,30,562450,0.16
20240419,6958,6,27,682938,0.19
20240419,6958,7,15,546850,0.15
20240419,6958,8,9,435000,0.12
20240419,6958,9,24,1655108,0.47
20240419,6958,10,13,1729340,0.49
20240419,6958,11,5,1313085,0.37
20240419,6958,12,2,1067064,0.30
20240419,6958,13,1,670000,0.19
20240419,6958,14,6,5808776,1.65
20240419,6958,15,17,333525631,94.96
20240419,6958,16,0,0,0.00
20240419,6958,17,1242,351193074,100.00
20240419,6959,1,411,81972,0.24
20240419,6959,2,1083,2193747,6.49
20240419,6959,3,168,1311034,3.87
20240419,6959,4,68,889997,2.63
20240419,6959,5,48,910244,2.69
20240419,6959,6,50,1263299,3.73
20240419,6959,7,28,979886,2.89
20240419,6959,8,17,798456,2.36
20240419,6959,9,31,2239790,6.62
20240419,6959,10,19,2582299,7.64
20240419,6959,11,11,2869653,8.49
20240419,6959,12,5,2346472,6.94
20240419,6959,13,0,0,0.00
20240419,6959,14,1,894300,2.64
20240419,6959,15,8,14433851,42.71
20240419,6959,16,0,0,0.00
20240419,6959,17,1948,33795000,100.00
20240419,6961,1,1933,126823,0.62
20240419,6961,2,508,1055891,5.22
20240419,6961,3,88,677475,3.35
20240419,6961,4,32,408985,2.02
20240419,6961,5,27,472361,2.33
20240419,6961,6,21,535405,2.65
20240419,6961,7,12,433307,2.14
20240419,6961,8,10,458896,2.27
20240419,6961,9,30,2139932,10.59
20240419,6961,10,17,2470664,12.23
20240419,6961,11,9,2549106,12.61
20240419,6961,12,1,500000,2.47
20240419,6961,13,1,638021,3.15
20240419,6961,14,0,0,0.00
20240419,6961,15,1,7733134,38.28
20240419,6961,16,0,0,0.00
20240419,6961,17,2690,20200000,100.00
20240419,6963,1,24,1094,0.00
20240419,6963,2,40,72700,0.60
20240419,6963,3,8,61000,0.50
20240419,6963,4,0,0,0.00
20240419,6963,5,1,18500,0.15
20240419,6963,6,1,26878,0.22
20240419,6963,7,0,0,0.00
20240419,6963,8,0,0,0.00
20240419,6963,9,1,86656,0.71
20240419,6963,10,1,125679,1.03
20240419,6963,11,0,0,0.00
20240419,6963,12,0,0,0.00
20240419,6963,13,0,0,0.00
20240419,6963,14,0,0,0.00
20240419,6963,15,2,11716583,96.75
20240419,6963,16,0,0,0.00
20240419,6963,17,78,12109090,100.00
20240419,6967,1,70,10590,0.04
20240419,6967,2,140,286548,1.26
20240419,6967,3,21,167235,0.74
20240419,6967,4,6,79800,0.35
20240419,6967,5,9,174271,0.77
20240419,6967,6,10,266772,1.18
20240419,6967,7,3,109596,0.48
20240419,6967,8,4,186256,0.82
20240419,6967,9,10,751766,3.33
20240419,6967,10,9,1122523,4.97
20240419,6967,11,3,751591,3.32
20240419,6967,12,3,1680000,7.44
20240419,6967,13,5,3334818,14.77
20240419,6967,14,2,1645341,7.28
20240419,6967,15,4,12005370,53.18
20240419,6967,16,0,0,0.00
20240419,6967,17,299,22572477,100.00
20240419,6968,1,454,82555,0.20
20240419,6968,2,854,1664534,4.17
20240419,6968,3,104,799619,2.00
20240419,6968,4,53,669475,1.67
20240419,6968,5,26,485604,1.21
20240419,6968,6,31,786742,1.97
20240419,6968,7,14,499156,1.25
20240419,6968,8,11,506367,1.26
20240419,6968,9,22,1611000,4.03
20240419,6968,10,10,1417188,3.55
20240419,6968,11,13,3512031,8.80
20240419,6968,12,6,3059880,7.66
20240419,6968,13,2,1457391,3.65
20240419,6968,14,0,0,0.00
20240419,6968,15,5,23348458,58.51
20240419,6968,16,0,0,0.00
20240419,6968,17,1605,39900000,100.00
